Date,Adj Close
2020/5/28,79.419304
2020/5/29,79.341949
2020/6/1,80.317688
2020/6/2,80.689514
2020/6/3,81.133713
2020/6/4,80.434975
2020/6/5,82.725845
2020/6/8,83.214958
2020/6/9,85.84272
2020/6/10,88.051239
2020/6/11,83.82386
2020/6/12,84.547554
2020/6/15,85.59317
2020/6/16,87.86158
2020/6/17,87.739304
2020/6/18,87.774246
2020/6/19,87.272644
2020/6/22,89.55603
2020/6/23,91.467583
2020/6/24,89.852997
2020/6/25,91.045845
2020/6/26,88.24839
2020/6/29,90.282219
2020/6/30,91.035858
2020/7/1,90.86367
2020/7/2,90.86367
2020/7/6,93.294289
2020/7/7,93.004814
2020/7/8,95.170906
2020/7/9,95.58017
2020/7/10,95.747368
2020/7/13,95.305664
2020/7/14,96.88282
2020/7/15,97.549118
2020/7/16,96.348778
2020/7/17,96.154129
2020/7/20,98.180481
2020/7/21,96.825424
2020/7/22,97.097435
2020/7/23,92.677902
2020/7/24,92.448311
2020/7/27,94.639359
2020/7/28,93.084671
2020/7/29,94.86895
2020/7/30,96.016884
2020/7/31,106.068756
2020/8/3,108.74144
2020/8/4,109.467628
2020/8/5,109.86441
2020/8/6,113.697502
2020/8/7,111.112503
2020/8/10,112.727501
2020/8/11,109.375
2020/8/12,113.010002
2020/8/13,115.010002
2020/8/14,114.907501
2020/8/17,114.607498
2020/8/18,115.5625
2020/8/19,115.707497
2020/8/20,118.275002
2020/8/21,124.370003
2020/8/24,125.857498
2020/8/25,124.824997
2020/8/26,126.522499
2020/8/27,125.010002
2020/8/28,124.807503
2020/8/31,129.039993
2020/9/1,134.179993
2020/9/2,131.399994
2020/9/3,120.879997
2020/9/4,120.959999
2020/9/8,112.82
2020/9/9,117.32
2020/9/10,113.489998
2020/9/11,112
2020/9/14,115.360001
2020/9/15,115.540001
2020/9/16,112.129997
2020/9/17,110.339996
2020/9/18,106.839996
2020/9/21,110.080002
2020/9/22,111.809998
2020/9/23,107.120003
2020/9/24,108.220001
2020/9/25,112.279999
2020/9/28,114.959999
2020/9/29,114.089996
2020/9/30,115.809998
2020/10/1,116.790001
2020/10/2,113.019997
2020/10/5,116.5
2020/10/6,113.160004
2020/10/7,115.080002
2020/10/8,114.970001
2020/10/9,116.970001
2020/10/12,124.400002
2020/10/13,121.099998
2020/10/14,121.190002
2020/10/15,120.709999
2020/10/16,119.019997
