Date,Adj Close
2020/5/28,116.75
2020/5/29,117.300003
2020/6/1,118.769997
2020/6/2,118.75
2020/6/3,122.18
2020/6/4,123.690002
2020/6/5,124.82
2020/6/8,127.279999
2020/6/9,123.889999
2020/6/10,122.18
2020/6/11,112.639999
2020/6/12,115.489998
2020/6/15,117.080002
2020/6/16,118.440002
2020/6/17,117.650002
2020/6/18,118.370003
2020/6/19,114.349998
2020/6/22,115.919998
2020/6/23,116.589996
2020/6/24,112.07
2020/6/25,111.360001
2020/6/26,109.099998
2020/6/29,111.519997
2020/6/30,111.510002
2020/7/1,113.010002
2020/7/2,112.18
2020/7/6,114.43
2020/7/7,113.629997
2020/7/8,116.660004
2020/7/9,116.809998
2020/7/10,119.339996
2020/7/13,116.220001
2020/7/14,118.660004
2020/7/15,120.900002
2020/7/16,119.43
2020/7/17,118.650002
2020/7/20,117.790001
2020/7/21,118.620003
2020/7/22,119.029999
2020/7/23,118.120003
2020/7/24,117.610001
2020/7/27,116.309998
2020/7/28,116.18
2020/7/29,115.610001
2020/7/30,115.660004
2020/7/31,116.940002
2020/8/3,116.349998
2020/8/4,117.290001
2020/8/5,127.610001
2020/8/6,130.820007
2020/8/7,129.929993
2020/8/10,128.789993
2020/8/11,130.490005
2020/8/12,131.789993
2020/8/13,130.960007
2020/8/14,130.529999
2020/8/17,129.369995
2020/8/18,128.919998
2020/8/19,127.769997
2020/8/20,128.119995
2020/8/21,127.440002
2020/8/24,130.690002
2020/8/25,129.789993
2020/8/26,132.179993
2020/8/27,133.729996
2020/8/28,135.539993
2020/8/31,131.869995
2020/9/1,133.550003
2020/9/2,135.389999
2020/9/3,133.240005
2020/9/4,131.990005
2020/9/8,134.199997
2020/9/9,133.360001
2020/9/10,133.220001
2020/9/11,131.75
2020/9/14,131.25
2020/9/15,131.240005
2020/9/16,132.089996
2020/9/17,130.220001
2020/9/18,128.630005
2020/9/21,125.410004
2020/9/22,127.209999
2020/9/23,123.279999
2020/9/24,122.489998
2020/9/25,124
2020/9/28,125.989998
2020/9/29,125.400002
2020/9/30,124.080002
2020/10/1,123.309998
2020/10/2,122.550003
2020/10/5,123.370003
2020/10/6,120.93
2020/10/7,122.910004
2020/10/8,123.089996
2020/10/9,124.980003
2020/10/12,124.970001
2020/10/13,128.960007
2020/10/14,126.589996
2020/10/15,127.360001
2020/10/16,126.809998
