Date,Adj Close
2020/5/28,300.439941
2020/5/29,301.778687
2020/6/1,302.998383
2020/6/2,305.507233
2020/6/3,309.573029
2020/6/4,308.759857
2020/6/5,316.673218
2020/6/8,320.501007
2020/6/9,318.111145
2020/6/10,316.33609
2020/6/11,298.09964
2020/6/12,301.669586
2020/6/15,304.48587
2020/6/16,310.346527
2020/6/17,309.057373
2020/6/18,309.176361
2020/6/19,307.409454
2020/6/22,309.381561
2020/6/23,310.805847
2020/6/24,302.877594
2020/6/25,306.124603
2020/6/26,298.853699
2020/6/29,303.246094
2020/6/30,307.130554
2020/7/1,309.281952
2020/7/2,310.985138
2020/7/6,315.785919
2020/7/7,312.528961
2020/7/8,314.919373
2020/7/9,313.126556
2020/7/10,316.323761
2020/7/13,313.584717
2020/7/14,317.648468
2020/7/15,320.566772
2020/7/16,319.511017
2020/7/17,320.437286
2020/7/20,323.026947
2020/7/21,323.714203
2020/7/22,325.556793
2020/7/23,321.672333
2020/7/24,319.600647
2020/7/27,321.931305
2020/7/28,319.889496
2020/7/29,323.82373
2020/7/30,322.668365
2020/7/31,325.21814
2020/8/3,327.479126
2020/8/4,328.744049
2020/8/5,330.785858
2020/8/6,332.997009
2020/8/7,333.236084
2020/8/10,334.232086
2020/8/11,331.473114
2020/8/12,336.094635
2020/8/13,335.48703
2020/8/14,335.497009
2020/8/17,336.562744
2020/8/18,337.289856
2020/8/19,335.885468
2020/8/20,336.931274
2020/8/21,338.126495
2020/8/24,341.552795
2020/8/25,342.747986
2020/8/26,346.184235
2020/8/27,346.941193
2020/8/28,349.18222
2020/8/31,347.917297
2020/9/1,351.194183
2020/9/2,356.273865
2020/9/3,344.012939
2020/9/4,341.204163
2020/9/8,331.88147
2020/9/9,338.435272
2020/9/10,332.558777
2020/9/11,332.728088
2020/9/14,337.110535
2020/9/15,338.813751
2020/9/16,337.469116
2020/9/17,334.501007
2020/9/18,330.649994
2020/9/21,326.970001
2020/9/22,330.299988
2020/9/23,322.640015
2020/9/24,323.5
2020/9/25,328.730011
2020/9/28,334.190002
2020/9/29,332.369995
2020/9/30,334.890015
2020/10/1,337.040009
2020/10/2,333.839996
2020/10/5,339.76001
2020/10/6,334.929993
2020/10/7,340.76001
2020/10/8,343.779999
2020/10/9,346.850006
2020/10/12,352.429993
2020/10/13,350.130005
2020/10/14,347.929993
2020/10/15,347.5
2020/10/16,347.290009
