"","timestamp","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient"
"1",2020-05-28,37.51,37.58,36.33,36.46,36.0158,7253600,0,1
"2",2020-05-29,35.82,36.37,35.35,36.01,35.5713,9444900,0,1
"3",2020-06-01,35.82,36.55,35.54,36.37,35.9269,5134500,0,1
"4",2020-06-02,36.79,36.94,36.07,36.39,35.9467,6710100,0,1
"5",2020-06-03,37.39,38.41,37.25,37.88,37.4185,6419700,0,1
"6",2020-06-04,37.53,39.36,37.15,39.34,38.8608,5822400,0,1
"7",2020-06-05,42.42,42.68,40.52,40.74,40.2437,7917600,0,1
"8",2020-06-08,41.67,43.02,41.61,43,42.4762,7587700,0,1
"9",2020-06-09,41.56,41.99,40.95,41.55,41.0438,7867400,0,1
"10",2020-06-10,41.25,41.31,39.48,39.5,39.0188,7295000,0,1
"11",2020-06-11,36.84,37.92,35.74,35.93,35.4923,9548300,0,1
"12",2020-06-12,37.55,37.8,36.34,37.45,36.9938,7142100,0,1
"13",2020-06-15,35.8,38.49,35.65,38.07,37.6062,7492900,0,1
"14",2020-06-16,40.24,40.24,37.96,38.69,38.2187,7392000,0,1
"15",2020-06-17,38.73,39.02,37.77,37.82,37.3593,4980200,0,1
"16",2020-06-18,37.44,38.54,37.11,38.11,37.6457,4138300,0,1
"17",2020-06-19,39.06,39.07,37.16,37.32,36.8654,16568700,0,1
"18",2020-06-22,36.96,37.19,36.45,36.93,36.4801,6181700,0,1
"19",2020-06-23,37.82,38.03,37,37.04,36.5888,4041700,0,1
"20",2020-06-24,36.45,36.53,35.18,35.53,35.0972,5833200,0,1
"21",2020-06-25,35.33,36.44,35.13,36.34,35.8973,5867800,0,1
"22",2020-06-26,35.79,35.87,34.82,35.07,34.6428,6508500,0,1
"23",2020-06-29,35.52,35.89,35.08,35.57,35.1367,4404537,0,1
"24",2020-06-30,35.35,36.75,35.24,36.52,36.0751,4752100,0,1
"25",2020-07-01,36.51,36.71,35.37,35.51,35.0774,4772600,0,1
"26",2020-07-02,36.5,37.2,35.59,35.65,35.2157,5015300,0,1
"27",2020-07-06,36.69,37.23,36.38,37.09,36.6382,6120100,0,1
"28",2020-07-07,36.59,36.88,35.92,36.02,35.5812,5138600,0,1
"29",2020-07-08,36.19,37.01,36.07,36.77,36.3221,6549000,0,1
"30",2020-07-09,36.74,36.75,35.15,35.39,34.9589,6104900,0,1
"31",2020-07-10,35.48,37.06,35.42,36.94,36.49,4603000,0,1
"32",2020-07-13,37.5,37.95,37.1,37.41,36.9543,6441200,0,1
"33",2020-07-14,37.34,37.96,36.99,37.89,37.4284,6834000,0,1
"34",2020-07-15,38.72,38.84,38.09,38.64,38.1693,6050300,0,1
"35",2020-07-16,38.24,39.52,37.96,38.73,38.2582,4496000,0,1
"36",2020-07-17,38.73,38.86,38.15,38.47,38.0014,3867500,0,1
"37",2020-07-20,38.23,38.45,37.65,37.78,37.3198,4298600,0,1
"38",2020-07-21,38.02,38.99,38.01,38.32,37.8532,4519000,0,1
"39",2020-07-22,38.04,38.49,37.88,38.42,37.952,3703676,0,1
"40",2020-07-23,38.21,38.845,38.145,38.56,38.0903,4074455,0,1
"41",2020-07-24,38.73,38.82,38.17,38.22,37.7544,3324487,0,1
"42",2020-07-27,38.02,38.08,37.42,37.8,37.3395,4463741,0,1
"43",2020-07-28,37.62,38.02,37.5,37.59,37.1321,4732549,0,1
"44",2020-07-29,37.61,38.73,37.42,38.68,38.2088,6805709,0,1
"45",2020-07-30,37.61,37.73,36.93,37.55,37.0926,4636243,0,1
"46",2020-07-31,37.53,37.89,37.175,37.85,37.3889,5862086,0,1
"47",2020-08-03,37.47,37.975,37.05,37.3,37.3,3982827,0.46,1
"48",2020-08-04,37.2,37.31,36.82,36.9,36.9,4227351,0,1
"49",2020-08-05,37.44,38.46,37.32,38.28,38.28,6111439,0,1
"50",2020-08-06,37.49,38.46,36.93,36.98,36.98,7612084,0,1
"51",2020-08-07,36.92,38.92,36.57,38.72,38.72,8486435,0,1
"52",2020-08-10,38.89,39.97,38.89,39.78,39.78,7439828,0,1
"53",2020-08-11,40.94,41.47,40.54,40.57,40.57,9162938,0,1
"54",2020-08-12,41.48,41.48,39.53,40.04,40.04,5930572,0,1
"55",2020-08-13,39.5,39.98,39.13,39.44,39.44,4630314,0,1
"56",2020-08-14,39.11,39.79,38.98,39.61,39.61,6627657,0,1
"57",2020-08-17,39.68,39.7,38.775,38.88,38.88,3669700,0,1
"58",2020-08-18,38.89,39.19,38.18,38.31,38.31,4592730,0,1
"59",2020-08-19,38.32,39.005,38.12,38.2,38.2,4789330,0,1
"60",2020-08-20,37.81,38.1,37.51,37.62,37.62,3550927,0,1
"61",2020-08-21,37.61,37.98,37.16,37.28,37.28,4503350,0,1
"62",2020-08-24,37.46,38.64,37.27,38.62,38.62,8843537,0,1
"63",2020-08-25,39.07,39.32,38.41,38.66,38.66,4100246,0,1
"64",2020-08-26,38.56,38.65,38.19,38.32,38.32,4160352,0,1
"65",2020-08-27,38.46,39.37,38.36,39.07,39.07,3444404,0,1
"66",2020-08-28,39.52,39.54,38.885,39.42,39.42,2884913,0,1
"67",2020-08-31,39.24,39.34,38.42,38.46,38.46,6714085,0,1
"68",2020-09-01,38.32,39.045,37.975,38.5,38.5,3646537,0,1
"69",2020-09-02,38.31,38.93,37.975,38.82,38.82,4544196,0,1
"70",2020-09-03,39.2,40.05,37.95,38.2,38.2,5854065,0,1
"71",2020-09-04,38.9,39.475,38.25,39.15,39.15,5426316,0,1
"72",2020-09-08,38.91,39,37.72,37.88,37.88,6629179,0,1
"73",2020-09-09,38.24,38.6301,37.92,38.28,38.28,3936034,0,1
"74",2020-09-10,38.42,39.07,37.62,37.69,37.69,4908446,0,1
"75",2020-09-11,37.83,38.48,37.57,38.23,38.23,5326951,0,1
"76",2020-09-14,38.52,39.0786,38.305,38.84,38.84,3190819,0,1
"77",2020-09-15,38.79,38.88,37.48,37.51,37.51,5111065,0,1
"78",2020-09-16,37.75,38.25,37.55,37.63,37.63,8558903,0,1
"79",2020-09-17,37.5,39.48,36.97,39.32,39.32,10021159,0,1
"80",2020-09-18,39.21,40.1,39.15,39.67,39.67,9705486,0,1
"81",2020-09-21,38.51,38.83,37.035,37.43,37.43,7868056,0,1
"82",2020-09-22,37.27,37.79,36.5,36.95,36.95,6715597,0,1
"83",2020-09-23,37.12,37.62,36,36.09,36.09,6048353,0,1
"84",2020-09-24,36.26,36.48,35.19,35.75,35.75,6527912,0,1
"85",2020-09-25,35.5,36.43,35.38,36.26,36.26,3957893,0,1
"86",2020-09-28,36.87,37.75,36.87,37.25,37.25,3915279,0,1
"87",2020-09-29,37.11,37.32,36.46,36.77,36.77,3805261,0,1
"88",2020-09-30,36.97,37.5377,36.74,37.17,37.17,6040346,0,1
"89",2020-10-01,37.24,37.67,36.83,37.26,37.26,4128170,0,1
"90",2020-10-02,36.65,37.95,36.57,37.63,37.63,4697602,0,1
"91",2020-10-05,38.14,38.92,37.71,38.52,38.52,4122686,0,1
"92",2020-10-06,39.01,39.75,38.26,38.37,38.37,5766072,0,1
"93",2020-10-07,39.01,39.78,38.91,39.34,39.34,6762860,0,1
"94",2020-10-08,39.49,40.07,39.415,39.85,39.85,4694059,0,1
"95",2020-10-09,40.08,40.29,39.42,39.48,39.48,3980519,0,1
"96",2020-10-12,39.63,40.415,39.52,40.34,40.34,5811942,0,1
"97",2020-10-13,39.87,39.87,38.785,39,39,6503883,0,1
"98",2020-10-14,39,39.72,38.95,38.97,38.97,4624651,0,1
"99",2020-10-15,38.37,39.21,38.17,39.13,39.13,3646347,0,1
"100",2020-10-16,39.28,39.86,38.86,39.28,39.28,4689367,0,1
